keywords,time,resolution,geo_name,geo_code,value
sheet mask,today 12-m,DMA,Mobile AL-Pensacola (Ft. Walton Beach) FL,686,4
sheet mask,today 12-m,DMA,Bowling Green KY,736,4
sheet mask,today 12-m,DMA,Columbus OH,535,4
sheet mask,today 12-m,DMA,Jonesboro AR,734,4
sheet mask,today 12-m,DMA,Memphis TN,640,3
sheet mask,today 12-m,DMA,Tulsa OK,671,3
sheet mask,today 12-m,DMA,Boise ID,757,3
sheet mask,today 12-m,DMA,Philadelphia PA,504,3
sheet mask,today 12-m,DMA,Tampa-St. Petersburg (Sarasota) FL,539,3
sheet mask,today 12-m,DMA,Baltimore MD,512,3
sheet mask,today 12-m,DMA,Minot-Bismarck-Dickinson(Williston) ND,687,3
sheet mask,today 12-m,DMA,Fresno-Visalia CA,866,3
sheet mask,today 12-m,DMA,Bakersfield CA,800,3
sheet mask,today 12-m,DMA,Jacksonville FL,561,3
sheet mask,today 12-m,DMA,Springfield-Holyoke MA,543,3
sheet mask,today 12-m,DMA,Ft. Myers-Naples FL,571,3
sheet mask,today 12-m,DMA,Corpus Christi TX,600,3
sheet mask,today 12-m,DMA,Salt Lake City UT,770,3
sheet mask,today 12-m,DMA,Syracuse NY,555,3
sheet mask,today 12-m,DMA,Santa Barbara-Santa Maria-San Luis Obispo CA,855,3
sheet mask,today 12-m,DMA,Spokane WA,881,3
sheet mask,today 12-m,DMA,Milwaukee WI,617,3
sheet mask,today 12-m,DMA,Nashville TN,659,3
sheet mask,today 12-m,DMA,Baton Rouge LA,716,3
sheet mask,today 12-m,DMA,Eureka CA,802,3
sheet mask,today 12-m,DMA,Minneapolis-St. Paul MN,613,3
sheet mask,today 12-m,DMA,Oklahoma City OK,650,3
sheet mask,today 12-m,DMA,Omaha NE,652,3
sheet mask,today 12-m,DMA,Providence RI-New Bedford MA,521,3
sheet mask,today 12-m,DMA,St. Louis MO,609,3
sheet mask,today 12-m,DMA,Charleston SC,519,3
sheet mask,today 12-m,DMA,Detroit MI,505,3
sheet mask,today 12-m,DMA,Colorado Springs-Pueblo CO,752,3
sheet mask,today 12-m,DMA,Richmond-Petersburg VA,556,3
sheet mask,today 12-m,DMA,Roanoke-Lynchburg VA,573,3
sheet mask,today 12-m,DMA,Cincinnati OH,515,3
sheet mask,today 12-m,DMA,Birmingham AL,630,3
sheet mask,today 12-m,DMA,Cleveland-Akron (Canton) OH,510,3
sheet mask,today 12-m,DMA,Butte-Bozeman MT,754,3
sheet mask,today 12-m,DMA,Indianapolis IN,527,3
sheet mask,today 12-m,DMA,Columbia SC,546,3
sheet mask,today 12-m,DMA,Des Moines-Ames IA,679,3
sheet mask,today 12-m,DMA,Bend OR,821,3
sheet mask,today 12-m,DMA,Reno NV,811,3
sheet mask,today 12-m,DMA,"Billings, MT",756,3
sheet mask,today 12-m,DMA,Wichita Falls TX & Lawton OK,627,3
sheet mask,today 12-m,DMA,Tucson (Sierra Vista) AZ,789,3
sheet mask,today 12-m,DMA,Pittsburgh PA,508,3
sheet mask,today 12-m,DMA,Rochester NY,538,3
sheet mask,today 12-m,DMA,Raleigh-Durham (Fayetteville) NC,560,3
sheet mask,today 12-m,DMA,Little Rock-Pine Bluff AR,693,3
sheet mask,today 12-m,DMA,Lake Charles LA,643,3
sheet mask,today 12-m,DMA,Anchorage AK,743,3
sheet mask,today 12-m,DMA,Lansing MI,551,3
sheet mask,today 12-m,DMA,Norfolk-Portsmouth-Newport News VA,544,3
sheet mask,today 12-m,DMA,Buffalo NY,514,3
sheet mask,today 12-m,DMA,Monterey-Salinas CA,828,3
sheet mask,today 12-m,DMA,Albany-Schenectady-Troy NY,532,3
sheet mask,today 12-m,DMA,Lexington KY,541,3
sheet mask,today 12-m,DMA,Montgomery (Selma) AL,698,2
sheet mask,today 12-m,DMA,Quincy IL-Hannibal MO-Keokuk IA,717,2
sheet mask,today 12-m,DMA,Peoria-Bloomington IL,675,2
sheet mask,today 12-m,DMA,Ft. Smith-Fayetteville-Springdale-Rogers AR,670,2
sheet mask,today 12-m,DMA,Tri-Cities TN-VA,531,2
sheet mask,today 12-m,DMA,Harlingen-Weslaco-Brownsville-McAllen TX,636,2
sheet mask,today 12-m,DMA,Flint-Saginaw-Bay City MI,513,2
sheet mask,today 12-m,DMA,Rochester MN-Mason City IA-Austin MN,611,2
sheet mask,today 12-m,DMA,Laredo TX,749,2
sheet mask,today 12-m,DMA,Champaign & Springfield-Decatur IL,648,2
sheet mask,today 12-m,DMA,Evansville IN,649,2
sheet mask,today 12-m,DMA,Dayton OH,542,2
sheet mask,today 12-m,DMA,Tallahassee FL-Thomasville GA,530,2
sheet mask,today 12-m,DMA,Lubbock TX,651,2
sheet mask,today 12-m,DMA,Yuma AZ-El Centro CA,771,2
sheet mask,today 12-m,DMA,Wilmington NC,550,2
sheet mask,today 12-m,DMA,Erie PA,516,2
sheet mask,today 12-m,DMA,Albuquerque-Santa Fe NM,790,2
sheet mask,today 12-m,DMA,Chattanooga TN,575,2
sheet mask,today 12-m,DMA,Johnstown-Altoona PA,574,2
sheet mask,today 12-m,DMA,Yakima-Pasco-Richland-Kennewick WA,810,2
sheet mask,today 12-m,DMA,Columbus GA,522,2
sheet mask,today 12-m,DMA,Louisville KY,529,2
sheet mask,today 12-m,DMA,Idaho Falls-Pocatello ID,758,2
sheet mask,today 12-m,DMA,Missoula MT,762,2
sheet mask,today 12-m,DMA,Greenville-Spartanburg SC-Asheville NC-Anderson SC,567,2
sheet mask,today 12-m,DMA,Savannah GA,507,2
sheet mask,today 12-m,DMA,Traverse City-Cadillac MI,540,2
sheet mask,today 12-m,DMA,Portland-Auburn ME,500,2
sheet mask,today 12-m,DMA,Sioux City IA,624,2
sheet mask,today 12-m,DMA,Salisbury MD,576,2
sheet mask,today 12-m,DMA,Burlington VT-Plattsburgh NY,523,2
sheet mask,today 12-m,DMA,Utica NY,526,2
sheet mask,today 12-m,DMA,Greensboro-High Point-Winston Salem NC,518,2
sheet mask,today 12-m,DMA,Greenville-New Bern-Washington NC,545,2
sheet mask,today 12-m,DMA,Beaumont-Port Arthur TX,692,2
sheet mask,today 12-m,DMA,Panama City FL,656,2
sheet mask,today 12-m,DMA,Harrisburg-Lancaster-Lebanon-York PA,566,2
sheet mask,today 12-m,DMA,Toledo OH,547,2
sheet mask,today 12-m,DMA,Medford-Klamath Falls OR,813,2
sheet mask,today 12-m,DMA,Dothan AL,606,2
sheet mask,today 12-m,DMA,Jackson MS,718,2
sheet mask,today 12-m,DMA,Shreveport LA,612,2
sheet mask,today 12-m,DMA,Rapid City SD,764,2
sheet mask,today 12-m,DMA,Waco-Temple-Bryan TX,625,2
sheet mask,today 12-m,DMA,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,632,2
sheet mask,today 12-m,DMA,Grand Rapids-Kalamazoo-Battle Creek MI,563,2
sheet mask,today 12-m,DMA,Wilkes Barre-Scranton PA,577,2
sheet mask,today 12-m,DMA,Madison WI,669,2
sheet mask,today 12-m,DMA,La Crosse-Eau Claire WI,702,2
sheet mask,today 12-m,DMA,Green Bay-Appleton WI,658,2
sheet mask,today 12-m,DMA,Topeka KS,605,2
sheet mask,today 12-m,DMA,Charleston-Huntington WV,564,2
sheet mask,today 12-m,DMA,Binghamton NY,502,2
sheet mask,today 12-m,DMA,Monroe LA-El Dorado AR,628,2
sheet mask,today 12-m,DMA,Huntsville-Decatur (Florence) AL,691,2
sheet mask,today 12-m,DMA,Knoxville TN,557,2
sheet mask,today 12-m,DMA,Abilene-Sweetwater TX,662,2
sheet mask,today 12-m,DMA,Terre Haute IN,581,2
sheet mask,today 12-m,DMA,Lafayette LA,642,2
sheet mask,today 12-m,DMA,Fargo-Valley City ND,724,2
sheet mask,today 12-m,DMA,Florence-Myrtle Beach SC,570,2
sheet mask,today 12-m,DMA,Lincoln & Hastings-Kearney NE,722,2
sheet mask,today 12-m,DMA,Davenport IA-Rock Island-Moline IL,682,2
sheet mask,today 12-m,DMA,South Bend-Elkhart IN,588,2
sheet mask,today 12-m,DMA,Ft. Wayne IN,509,2
sheet mask,today 12-m,DMA,Wausau-Rhinelander WI,705,2
sheet mask,today 12-m,DMA,Youngstown OH,536,2
sheet mask,today 12-m,DMA,Augusta GA,520,2
sheet mask,today 12-m,DMA,Biloxi-Gulfport MS,746,2
sheet mask,today 12-m,DMA,Chico-Redding CA,868,2
sheet mask,today 12-m,DMA,El Paso TX,765,2
sheet mask,today 12-m,DMA,Columbia-Jefferson City MO,604,1
sheet mask,today 12-m,DMA,Tyler-Longview(Lufkin & Nacogdoches) TX,709,1
sheet mask,today 12-m,DMA,Albany GA,525,1
sheet mask,today 12-m,DMA,Rockford IL,610,1
sheet mask,today 12-m,DMA,Sherman TX-Ada OK,657,1
sheet mask,today 12-m,DMA,Columbus-Tupelo-West Point MS,673,1
sheet mask,today 12-m,DMA,Amarillo TX,634,1
sheet mask,today 12-m,DMA,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,637,1
sheet mask,today 12-m,DMA,Sioux Falls(Mitchell) SD,725,1
sheet mask,today 12-m,DMA,Odessa-Midland TX,633,1
sheet mask,today 12-m,DMA,Springfield MO,619,1
sheet mask,today 12-m,DMA,Bangor ME,537,1
sheet mask,today 12-m,DMA,Macon GA,503,1
sheet mask,today 12-m,DMA,Eugene OR,801,1
sheet mask,today 12-m,DMA,Jackson TN,639,0
sheet mask,today 12-m,DMA,Zanesville OH,596,0
sheet mask,today 12-m,DMA,Helena MT,766,0
sheet mask,today 12-m,DMA,Casper-Riverton WY,767,0
sheet mask,today 12-m,DMA,Alexandria LA,644,0
sheet mask,today 12-m,DMA,Elmira NY,565,0
sheet mask,today 12-m,DMA,Grand Junction-Montrose CO,773,0
sheet mask,today 12-m,DMA,Greenwood-Greenville MS,647,0
sheet mask,today 12-m,DMA,Bluefield-Beckley-Oak Hill WV,559,0
sheet mask,today 12-m,DMA,Glendive MT,798,0
sheet mask,today 12-m,DMA,Ottumwa IA-Kirksville MO,631,0
sheet mask,today 12-m,DMA,Great Falls MT,755,0
sheet mask,today 12-m,DMA,San Angelo TX,661,0
sheet mask,today 12-m,DMA,Victoria TX,626,0
sheet mask,today 12-m,DMA,Harrisonburg VA,569,0
sheet mask,today 12-m,DMA,Juneau AK,747,0
sheet mask,today 12-m,DMA,Wheeling WV-Steubenville OH,554,0
sheet mask,today 12-m,DMA,Duluth MN-Superior WI,676,0
sheet mask,today 12-m,DMA,North Platte NE,740,0
sheet mask,today 12-m,DMA,Mankato MN,737,0
sheet mask,today 12-m,DMA,Marquette MI,553,0
sheet mask,today 12-m,DMA,Joplin MO-Pittsburg KS,603,0
sheet mask,today 12-m,DMA,Presque Isle ME,552,0
sheet mask,today 12-m,DMA,Alpena MI,583,0
sheet mask,today 12-m,DMA,Watertown NY,549,0
sheet mask,today 12-m,DMA,Meridian MS,711,0
sheet mask,today 12-m,DMA,Hattiesburg-Laurel MS,710,0
sheet mask,today 12-m,DMA,Clarksburg-Weston WV,598,0
sheet mask,today 12-m,DMA,Parkersburg WV,597,0
sheet mask,today 12-m,DMA,St. Joseph MO,638,0
cosrx,today 12-m,REGION,Wyoming,US-WY,100
cosrx,today 12-m,REGION,Kansas,US-KS,26
cosrx,today 12-m,REGION,District of Columbia,US-DC,21
cosrx,today 12-m,REGION,California,US-CA,19
cosrx,today 12-m,REGION,Hawaii,US-HI,17
cosrx,today 12-m,REGION,New York,US-NY,17
cosrx,today 12-m,REGION,Florida,US-FL,15
cosrx,today 12-m,REGION,Nevada,US-NV,15
cosrx,today 12-m,REGION,Delaware,US-DE,15
cosrx,today 12-m,REGION,Texas,US-TX,14
cosrx,today 12-m,REGION,Washington,US-WA,14
cosrx,today 12-m,REGION,Connecticut,US-CT,14
cosrx,today 12-m,REGION,New Jersey,US-NJ,13
cosrx,today 12-m,REGION,Arizona,US-AZ,13
cosrx,today 12-m,REGION,Illinois,US-IL,13
cosrx,today 12-m,REGION,Oregon,US-OR,12
cosrx,today 12-m,REGION,Massachusetts,US-MA,12
cosrx,today 12-m,REGION,Colorado,US-CO,12
cosrx,today 12-m,REGION,Virginia,US-VA,12
cosrx,today 12-m,REGION,Utah,US-UT,12
cosrx,today 12-m,REGION,Maryland,US-MD,12
cosrx,today 12-m,REGION,Georgia,US-GA,12
cosrx,today 12-m,REGION,Rhode Island,US-RI,11
cosrx,today 12-m,REGION,Minnesota,US-MN,11
cosrx,today 12-m,REGION,Tennessee,US-TN,11
cosrx,today 12-m,REGION,Nebraska,US-NE,11
cosrx,today 12-m,REGION,Alaska,US-AK,10
cosrx,today 12-m,REGION,North Carolina,US-NC,10
cosrx,today 12-m,REGION,Louisiana,US-LA,10
cosrx,today 12-m,REGION,Pennsylvania,US-PA,10
cosrx,today 12-m,REGION,Missouri,US-MO,10
cosrx,today 12-m,REGION,New Mexico,US-NM,9
cosrx,today 12-m,REGION,Alabama,US-AL,9
cosrx,today 12-m,REGION,Michigan,US-MI,9
cosrx,today 12-m,REGION,Oklahoma,US-OK,9
cosrx,today 12-m,REGION,Indiana,US-IN,9
cosrx,today 12-m,REGION,New Hampshire,US-NH,9
cosrx,today 12-m,REGION,Idaho,US-ID,9
cosrx,today 12-m,REGION,Ohio,US-OH,8
cosrx,today 12-m,REGION,Arkansas,US-AR,8
cosrx,today 12-m,REGION,South Carolina,US-SC,8
cosrx,today 12-m,REGION,Iowa,US-IA,8
cosrx,today 12-m,REGION,Wisconsin,US-WI,8
cosrx,today 12-m,REGION,Kentucky,US-KY,8
cosrx,today 12-m,REGION,Maine,US-ME,8
cosrx,today 12-m,REGION,Mississippi,US-MS,8
cosrx,today 12-m,REGION,North Dakota,US-ND,8
cosrx,today 12-m,REGION,West Virginia,US-WV,7
cosrx,today 12-m,REGION,South Dakota,US-SD,7
cosrx,today 12-m,REGION,Montana,US-MT,6
cosrx,today 12-m,REGION,Vermont,US-VT,6
cosrx,today 12-m,DMA,Cheyenne WY-Scottsbluff NE,759,100
cosrx,today 12-m,DMA,Wichita-Hutchinson KS,678,16
cosrx,today 12-m,DMA,San Francisco-Oakland-San Jose CA,807,9
cosrx,today 12-m,DMA,Los Angeles CA,803,8
cosrx,today 12-m,DMA,Miami-Ft. Lauderdale FL,528,7
cosrx,today 12-m,DMA,San Diego CA,825,7
cosrx,today 12-m,DMA,New York NY,501,7
cosrx,today 12-m,DMA,Honolulu HI,744,6
cosrx,today 12-m,DMA,Seattle-Tacoma WA,819,6
cosrx,today 12-m,DMA,Sacramento-Stockton-Modesto CA,862,6
cosrx,today 12-m,DMA,Dallas-Ft. Worth TX,623,6
cosrx,today 12-m,DMA,Las Vegas NV,839,6
cosrx,today 12-m,DMA,Palm Springs CA,804,6
cosrx,today 12-m,DMA,Austin TX,635,6
cosrx,today 12-m,DMA,Gainesville FL,592,6
cosrx,today 12-m,DMA,Charlotte NC,517,5
cosrx,today 12-m,DMA,Washington DC (Hagerstown MD),511,5
cosrx,today 12-m,DMA,Baton Rouge LA,716,5
cosrx,today 12-m,DMA,Orlando-Daytona Beach-Melbourne FL,534,5
cosrx,today 12-m,DMA,Phoenix AZ,753,5
cosrx,today 12-m,DMA,Denver CO,751,5
cosrx,today 12-m,DMA,Tampa-St. Petersburg (Sarasota) FL,539,5
cosrx,today 12-m,DMA,Ft. Myers-Naples FL,571,5
cosrx,today 12-m,DMA,Houston TX,618,5
cosrx,today 12-m,DMA,Hartford & New Haven CT,533,5
cosrx,today 12-m,DMA,Portland OR,820,5
cosrx,today 12-m,DMA,Atlanta GA,524,5
cosrx,today 12-m,DMA,West Palm Beach-Ft. Pierce FL,548,5
cosrx,today 12-m,DMA,Chicago IL,602,5
cosrx,today 12-m,DMA,Omaha NE,652,5
cosrx,today 12-m,DMA,San Antonio TX,641,5
cosrx,today 12-m,DMA,Lansing MI,551,5
cosrx,today 12-m,DMA,Baltimore MD,512,5
cosrx,today 12-m,DMA,Monterey-Salinas CA,828,4
cosrx,today 12-m,DMA,Santa Barbara-Santa Maria-San Luis Obispo CA,855,4
cosrx,today 12-m,DMA,Boston MA-Manchester NH,506,4
cosrx,today 12-m,DMA,Kansas City MO,616,4
cosrx,today 12-m,DMA,Jacksonville FL,561,4
cosrx,today 12-m,DMA,Columbus OH,535,4
cosrx,today 12-m,DMA,Corpus Christi TX,600,4
cosrx,today 12-m,DMA,Lubbock TX,651,4
cosrx,today 12-m,DMA,Salt Lake City UT,770,4
cosrx,today 12-m,DMA,Detroit MI,505,4
cosrx,today 12-m,DMA,Nashville TN,659,4
cosrx,today 12-m,DMA,Minneapolis-St. Paul MN,613,4
cosrx,today 12-m,DMA,Richmond-Petersburg VA,556,4
cosrx,today 12-m,DMA,Springfield-Holyoke MA,543,4
cosrx,today 12-m,DMA,Reno NV,811,4
cosrx,today 12-m,DMA,Charlottesville VA,584,4
cosrx,today 12-m,DMA,Philadelphia PA,504,4
cosrx,today 12-m,DMA,Lafayette IN,582,4
cosrx,today 12-m,DMA,Syracuse NY,555,4
cosrx,today 12-m,DMA,Yuma AZ-El Centro CA,771,4
cosrx,today 12-m,DMA,Anchorage AK,743,4
cosrx,today 12-m,DMA,Memphis TN,640,4
cosrx,today 12-m,DMA,Des Moines-Ames IA,679,4
cosrx,today 12-m,DMA,Providence RI-New Bedford MA,521,4
cosrx,today 12-m,DMA,Wilmington NC,550,4
cosrx,today 12-m,DMA,Fresno-Visalia CA,866,4
cosrx,today 12-m,DMA,Birmingham AL,630,4
cosrx,today 12-m,DMA,Eureka CA,802,4
cosrx,today 12-m,DMA,Savannah GA,507,4
cosrx,today 12-m,DMA,Milwaukee WI,617,4
cosrx,today 12-m,DMA,Colorado Springs-Pueblo CO,752,4
cosrx,today 12-m,DMA,New Orleans LA,622,4
cosrx,today 12-m,DMA,Harlingen-Weslaco-Brownsville-McAllen TX,636,4
cosrx,today 12-m,DMA,Tucson (Sierra Vista) AZ,789,4
cosrx,today 12-m,DMA,Rochester MN-Mason City IA-Austin MN,611,4
cosrx,today 12-m,DMA,Huntsville-Decatur (Florence) AL,691,4
cosrx,today 12-m,DMA,Yakima-Pasco-Richland-Kennewick WA,810,4
cosrx,today 12-m,DMA,Mobile AL-Pensacola (Ft. Walton Beach) FL,686,4
cosrx,today 12-m,DMA,Bend OR,821,4
cosrx,today 12-m,DMA,Charleston SC,519,4
cosrx,today 12-m,DMA,Indianapolis IN,527,4
cosrx,today 12-m,DMA,Buffalo NY,514,4
cosrx,today 12-m,DMA,Boise ID,757,3
cosrx,today 12-m,DMA,Raleigh-Durham (Fayetteville) NC,560,3
cosrx,today 12-m,DMA,Tulsa OK,671,3
cosrx,today 12-m,DMA,Utica NY,526,3
cosrx,today 12-m,DMA,Augusta GA,520,3
cosrx,today 12-m,DMA,Oklahoma City OK,650,3
cosrx,today 12-m,DMA,Bowling Green KY,736,3
cosrx,today 12-m,DMA,Cincinnati OH,515,3
cosrx,today 12-m,DMA,Medford-Klamath Falls OR,813,3
cosrx,today 12-m,DMA,Ft. Smith-Fayetteville-Springdale-Rogers AR,670,3
cosrx,today 12-m,DMA,Rockford IL,610,3
cosrx,today 12-m,DMA,Laredo TX,749,3
cosrx,today 12-m,DMA,Jackson MS,718,3
cosrx,today 12-m,DMA,Knoxville TN,557,3
cosrx,today 12-m,DMA,St. Louis MO,609,3
cosrx,today 12-m,DMA,Jackson TN,639,3
cosrx,today 12-m,DMA,Albany-Schenectady-Troy NY,532,3
cosrx,today 12-m,DMA,Louisville KY,529,3
cosrx,today 12-m,DMA,Lake Charles LA,643,3
cosrx,today 12-m,DMA,Chattanooga TN,575,3
cosrx,today 12-m,DMA,Waco-Temple-Bryan TX,625,3
cosrx,today 12-m,DMA,Norfolk-Portsmouth-Newport News VA,544,3
cosrx,today 12-m,DMA,El Paso TX,765,3
cosrx,today 12-m,DMA,Bakersfield CA,800,3
cosrx,today 12-m,DMA,Wichita Falls TX & Lawton OK,627,3
cosrx,today 12-m,DMA,Cleveland-Akron (Canton) OH,510,3
cosrx,today 12-m,DMA,Pittsburgh PA,508,3
cosrx,today 12-m,DMA,Spokane WA,881,3
cosrx,today 12-m,DMA,Rochester NY,538,3
cosrx,today 12-m,DMA,Albuquerque-Santa Fe NM,790,3
cosrx,today 12-m,DMA,Champaign & Springfield-Decatur IL,648,3
cosrx,today 12-m,DMA,Columbus GA,522,3
cosrx,today 12-m,DMA,Madison WI,669,3
cosrx,today 12-m,DMA,Tallahassee FL-Thomasville GA,530,3
cosrx,today 12-m,DMA,Monroe LA-El Dorado AR,628,3
cosrx,today 12-m,DMA,Idaho Falls-Pocatello ID,758,3
cosrx,today 12-m,DMA,Florence-Myrtle Beach SC,570,3
cosrx,today 12-m,DMA,Wilkes Barre-Scranton PA,577,3
cosrx,today 12-m,DMA,Ft. Wayne IN,509,3
cosrx,today 12-m,DMA,Chico-Redding CA,868,3
cosrx,today 12-m,DMA,"Billings, MT",756,3
cosrx,today 12-m,DMA,Greensboro-High Point-Winston Salem NC,518,3
cosrx,today 12-m,DMA,Roanoke-Lynchburg VA,573,3
cosrx,today 12-m,DMA,Little Rock-Pine Bluff AR,693,3
cosrx,today 12-m,DMA,Dothan AL,606,3
cosrx,today 12-m,DMA,Youngstown OH,536,3
cosrx,today 12-m,DMA,Greenville-New Bern-Washington NC,545,3
cosrx,today 12-m,DMA,San Angelo TX,661,3
cosrx,today 12-m,DMA,Biloxi-Gulfport MS,746,3
cosrx,today 12-m,DMA,Greenville-Spartanburg SC-Asheville NC-Anderson SC,567,3
cosrx,today 12-m,DMA,Peoria-Bloomington IL,675,3
cosrx,today 12-m,DMA,Grand Rapids-Kalamazoo-Battle Creek MI,563,3
cosrx,today 12-m,DMA,Bangor ME,537,3
cosrx,today 12-m,DMA,Johnstown-Altoona PA,574,3
cosrx,today 12-m,DMA,Eugene OR,801,3
cosrx,today 12-m,DMA,Toledo OH,547,3
cosrx,today 12-m,DMA,Dayton OH,542,3
cosrx,today 12-m,DMA,Salisbury MD,576,3
cosrx,today 12-m,DMA,Green Bay-Appleton WI,658,3
cosrx,today 12-m,DMA,Harrisburg-Lancaster-Lebanon-York PA,566,3
cosrx,today 12-m,DMA,Traverse City-Cadillac MI,540,3
cosrx,today 12-m,DMA,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,637,3
cosrx,today 12-m,DMA,Beaumont-Port Arthur TX,692,3
cosrx,today 12-m,DMA,Rapid City SD,764,3
cosrx,today 12-m,DMA,Odessa-Midland TX,633,3
cosrx,today 12-m,DMA,Flint-Saginaw-Bay City MI,513,3
cosrx,today 12-m,DMA,Charleston-Huntington WV,564,3
cosrx,today 12-m,DMA,Tri-Cities TN-VA,531,3
cosrx,today 12-m,DMA,Fargo-Valley City ND,724,3
cosrx,today 12-m,DMA,Montgomery (Selma) AL,698,3
cosrx,today 12-m,DMA,Portland-Auburn ME,500,2
cosrx,today 12-m,DMA,Lafayette LA,642,2
cosrx,today 12-m,DMA,Butte-Bozeman MT,754,2
cosrx,today 12-m,DMA,Binghamton NY,502,2
cosrx,today 12-m,DMA,Shreveport LA,612,2
cosrx,today 12-m,DMA,Macon GA,503,2
cosrx,today 12-m,DMA,Panama City FL,656,2
cosrx,today 12-m,DMA,Grand Junction-Montrose CO,773,2
cosrx,today 12-m,DMA,Burlington VT-Plattsburgh NY,523,2
cosrx,today 12-m,DMA,Columbia-Jefferson City MO,604,2
cosrx,today 12-m,DMA,Watertown NY,549,2
cosrx,today 12-m,DMA,Columbus-Tupelo-West Point MS,673,2
cosrx,today 12-m,DMA,Amarillo TX,634,2
cosrx,today 12-m,DMA,South Bend-Elkhart IN,588,2
cosrx,today 12-m,DMA,Twin Falls ID,760,2
cosrx,today 12-m,DMA,La Crosse-Eau Claire WI,702,2
cosrx,today 12-m,DMA,Columbia SC,546,2
cosrx,today 12-m,DMA,Erie PA,516,2
cosrx,today 12-m,DMA,Lexington KY,541,2
cosrx,today 12-m,DMA,Evansville IN,649,2
cosrx,today 12-m,DMA,Davenport IA-Rock Island-Moline IL,682,2
cosrx,today 12-m,DMA,Alexandria LA,644,2
cosrx,today 12-m,DMA,Minot-Bismarck-Dickinson(Williston) ND,687,2
cosrx,today 12-m,DMA,Lincoln & Hastings-Kearney NE,722,2
cosrx,today 12-m,DMA,Bluefield-Beckley-Oak Hill WV,559,2
cosrx,today 12-m,DMA,Sioux Falls(Mitchell) SD,725,2
cosrx,today 12-m,DMA,Hattiesburg-Laurel MS,710,2
cosrx,today 12-m,DMA,Tyler-Longview(Lufkin & Nacogdoches) TX,709,2
cosrx,today 12-m,DMA,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,632,2
cosrx,today 12-m,DMA,Quincy IL-Hannibal MO-Keokuk IA,717,2
cosrx,today 12-m,DMA,Sherman TX-Ada OK,657,2
cosrx,today 12-m,DMA,Duluth MN-Superior WI,676,2
cosrx,today 12-m,DMA,Springfield MO,619,2
cosrx,today 12-m,DMA,Wausau-Rhinelander WI,705,2
cosrx,today 12-m,DMA,Clarksburg-Weston WV,598,2
cosrx,today 12-m,DMA,Jonesboro AR,734,2
cosrx,today 12-m,DMA,Albany GA,525,2
cosrx,today 12-m,DMA,Joplin MO-Pittsburg KS,603,2
cosrx,today 12-m,DMA,Topeka KS,605,1
cosrx,today 12-m,DMA,Elmira NY,565,1
cosrx,today 12-m,DMA,Missoula MT,762,1
cosrx,today 12-m,DMA,Harrisonburg VA,569,1
cosrx,today 12-m,DMA,Sioux City IA,624,1
cosrx,today 12-m,DMA,Meridian MS,711,0
cosrx,today 12-m,DMA,Fairbanks AK,745,0
cosrx,today 12-m,DMA,North Platte NE,740,0
cosrx,today 12-m,DMA,Glendive MT,798,0
cosrx,today 12-m,DMA,Mankato MN,737,0
cosrx,today 12-m,DMA,Juneau AK,747,0
cosrx,today 12-m,DMA,Lima OH,558,0
cosrx,today 12-m,DMA,Wheeling WV-Steubenville OH,554,0
cosrx,today 12-m,DMA,Abilene-Sweetwater TX,662,0
cosrx,today 12-m,DMA,Terre Haute IN,581,0
cosrx,today 12-m,DMA,Casper-Riverton WY,767,0
cosrx,today 12-m,DMA,Alpena MI,583,0
cosrx,today 12-m,DMA,Greenwood-Greenville MS,647,0
cosrx,today 12-m,DMA,Zanesville OH,596,0
cosrx,today 12-m,DMA,Parkersburg WV,597,0
cosrx,today 12-m,DMA,Helena MT,766,0
cosrx,today 12-m,DMA,Marquette MI,553,0
cosrx,today 12-m,DMA,St. Joseph MO,638,0
cosrx,today 12-m,DMA,Presque Isle ME,552,0
cosrx,today 12-m,DMA,Ottumwa IA-Kirksville MO,631,0
cosrx,today 12-m,DMA,Victoria TX,626,0
cosrx,today 12-m,DMA,Great Falls MT,755,0
face mist,today 12-m,REGION,Wyoming,US-WY,100
face mist,today 12-m,REGION,District of Columbia,US-DC,13
face mist,today 12-m,REGION,New York,US-NY,12
face mist,today 12-m,REGION,Florida,US-FL,12
face mist,today 12-m,REGION,California,US-CA,12
face mist,today 12-m,REGION,Utah,US-UT,11
face mist,today 12-m,REGION,Washington,US-WA,11
face mist,today 12-m,REGION,New Jersey,US-NJ,10
face mist,today 12-m,REGION,Delaware,US-DE,10
face mist,today 12-m,REGION,Connecticut,US-CT,10
face mist,today 12-m,REGION,Nevada,US-NV,10
face mist,today 12-m,REGION,Virginia,US-VA,10
face mist,today 12-m,REGION,Texas,US-TX,10
face mist,today 12-m,REGION,Hawaii,US-HI,10
face mist,today 12-m,REGION,Massachusetts,US-MA,10
face mist,today 12-m,REGION,Arizona,US-AZ,10
face mist,today 12-m,REGION,Colorado,US-CO,9
face mist,today 12-m,REGION,Illinois,US-IL,9
face mist,today 12-m,REGION,Georgia,US-GA,9
face mist,today 12-m,REGION,Nebraska,US-NE,9
face mist,today 12-m,REGION,Maryland,US-MD,9
